pl_name,pl_letter,hostname,disc_year,discoverymethod,disc_instrument,pl_orbper,pl_orblper,pl_orbsmax,pl_orbincl,pl_orbtper,pl_orbeccen,pl_eqt,pl_occdep,pl_insol,pl_dens,sy_name,pl_orbtper_systemref,pl_tranmid_systemref,st_metratio,st_rotp,pl_projobliq,pl_trandep,pl_trandur,pl_rvamp,pl_rade,pl_ratror,pl_ratdor,pl_trueobliq,st_log_rhk,st_metn,pl_imppar,pl_cmasse,pl_masse,pl_bmasse,pl_bmassprov,pl_msinie,st_teff,st_met,st_radv,st_vsin,st_lum,st_logg,st_age,st_mass,st_dens,st_rad,sy_snum,sy_pnum,sy_mnum,sy_pm,sy_pmra,sy_pmdec,sy_plx,sy_dist,pl_angsep,cartesian_x,cartesian_y,cartesian_z,st_spectype_cleaned,pl_type,pl_esi
K2-318 b,b,K2-318,2020,Transit,Kepler CCD Array,7.01,,0.0911,89.38,,,456.0,,,4.07,K2-318,BJD,BJD,,,,0.085,,,1.66,,,,,,0.4,,,3.39,M-R relationship,,3851.0,,,,-1.277,4.7,,0.56,4.49344,0.55,1,1,0,70.6241072,-55.0804,-44.2031,6.73446,147.866,0.616,-85.93497123820848,-120.27907667060533,3.5324764054316575,Unknown,Super-Earth,
K2-154 b,b,K2-154,2018,Transit,Kepler CCD Array,3.67626,,0.0405,,,,715.0,,57.5,3.22,K2-154,BJD,BJD,[Fe/H],,,0.11,1.7,,1.99,0.0288,14.5,,,,0.44,,,4.62,M-R relationship,,4097.0,0.21,14.3,,-1.018,4.65,,0.65,3.24997,0.63,1,2,0,34.5756423,0.750321,-34.5675,7.70175,129.356,0.313,-127.62562946039705,-20.936873245930375,2.51411605167253,M,Super-Earth,0.2780504174437112
K2-172 c,c,K2-172,2018,Transit,Kepler CCD Array,29.62682,,,89.497,,,,,,1.73,K2-172,,,[Fe/H],,,0.1302,4.992,,3.206,0.03382,44.208935,,,,0.09,,,10.4,M-R relationship,,5569.0,-0.06,22.44,,-0.202,4.61,,0.93,2.1811,0.87,1,2,0,56.0911787,-52.9323,-18.5578,3.97597,249.742,,221.47212908494856,-115.04123971152569,-9.309982181248108,Unknown,Super-Earth,
K2-44 b,b,K2-44,2016,Transit,Kepler CCD Array,5.657,,0.06,87.993,,,1211.0,,646.0,2.48,K2-44,BJD,BJD,[Fe/H],,,0.03342,4.296,,2.433,0.0141,9.377576,,,,0.29,,,6.5,M-R relationship,,5912.0,0.0,47.46,,0.43,4.1,,1.15,0.32177,1.58,1,1,0,14.0778353,6.48463,-12.4954,2.06958,476.703,0.126,-473.6403667587406,37.27613892922078,-39.000546818924256,Unknown,Super-Earth,0.23577950297599115
K2-99 b,b,K2-99,2016,Transit,Kepler CCD Array,18.251985,8.0,0.1597,87.7,,0.19,1113.0,,,1.05,K2-99,BJD,BJD,[Fe/H],,,0.193,11.496,56.0,11.73,0.0408,12.01,,,,0.39,,308.2951,308.2951,Mass,,6217.0,0.21,-2.08,9.3,0.961,3.81,2.4,1.63,0.099,2.63,1,1,0,2.0139273,-0.322918,-1.98787,1.89836,519.229,0.308,-453.08333332263066,-247.83330244283297,53.7857016923025,G,Gas Giants,
EPIC 201238110 b,b,EPIC 201238110,2019,Transit,Kepler CCD Array,28.1656,,,,,,,,,3.5,EPIC 201238110,BJD,BJD,,,,0.316,3.36,,1.87,0.0458,61.5,,,,0.24,,,4.16,M-R relationship,,3587.0,,,,-1.508,4.78,,0.41,6.73294,0.37,1,1,0,28.0214205,-25.1078,-12.4418,6.25088,159.259,,-158.9785184154796,-2.985843441071315,-8.963509489280394,Unknown,Super-Earth,
K2-398 c,c,K2-398,2022,Transit,Kepler CCD Array,18.787839,,,,,,,,,0.946,K2-398,JD,JD,[Fe/H],,,,4.7,,5.098,0.0377,23.55,,,,0.701,,,22.8,M-R relationship,,5946.0,-0.257,,,0.26,4.23,,0.95,0.7489,1.24,1,2,0,22.935317,-22.9353,-0.0279032,1.61879,606.992,,-576.0683342311439,182.63993984326171,-56.80857975873677,G,Neptune-Like,
K2-388 b,b,K2-388,2022,Transit,Kepler CCD Array,6.339069,,,,,,922.0,,120.0,1.46,K2-388,JD,JD,[Fe/H],,,0.1739,3.02,,3.66,0.0374,14.71,,,,0.388,,,13.0,M-R relationship,,5367.0,0.124,,,-0.212,4.46,,0.84,1.57761,0.9,1,1,0,23.2335777,0.39025,-23.2303,3.41439,290.495,,282.77699522886354,-55.392334703229686,-36.826692092295026,G,Super-Earth,0.19593357462329808
K2-158 c,c,K2-158,2018,Transit,Kepler CCD Array,5.90279,,0.0622,,,,948.0,,,5.71,K2-158,BJD,BJD,[Fe/H],,,0.015,5.0,,1.28,0.0123,11.3,,,,0.41,,,2.18,M-R relationship,,5503.0,0.07,-36.0,,-0.163,4.45,,0.92,1.57526,0.95,1,2,0,62.8591925,-62.5163,6.5567,5.0403,197.299,0.315,-196.3164448381951,-7.621498959678561,-18.129027571811953,Unknown,Super-Earth,
K2-397 b,b,K2-397,2022,Transit,Kepler CCD Array,3.572326,,,,,,,,,2.5,K2-397,JD,JD,[Fe/H],,,,1.3,,2.417,0.0229,10.11,,,,0.892,,,6.42,M-R relationship,,5387.0,0.11,,,-0.145,4.44,,0.94,1.47421,0.97,1,1,0,25.9731672,24.4956,-8.63545,4.98777,199.354,,32.429378805785824,196.59285164148795,-6.450068971628625,G,Super-Earth,
K2-403 b,b,K2-403,2022,Transit,Kepler CCD Array,33.589979,,,,,,949.0,,134.88,0.891,K2-403,JD,JD,[Fe/H],,,0.3352,6.385,,5.333,0.0551,39.87,,,,0.723,,,24.6,M-R relationship,,5511.0,-0.162,,,-0.171,4.44,,0.78,1.75977,0.89,1,1,0,34.8555029,-34.6477,-3.80039,4.02673,246.599,,-233.89035615228636,77.26639354486583,11.673582506092925,G,Neptune-Like,0.15179595453078543
K2-197 b,b,K2-197,2018,Transit,Kepler CCD Array,8.357881,,0.0806,88.509,,,848.0,,,2.32,K2-197,BJD,BJD,[Fe/H],,,0.055,3.4704,,2.56,0.0253,16.29,,,,0.45,,,7.08,M-R relationship,,5667.0,0.08,-7.88,,-0.114,4.5,,1.0,1.16,0.93,1,1,0,46.8809182,-46.7639,3.31031,4.00976,247.637,0.325,-227.07556624318252,-98.46761681038419,8.056017876183633,Unknown,Super-Earth,
K2-153 b,b,K2-153,2018,Transit,Kepler CCD Array,7.51574,,0.0614,,,,497.0,,11.8,3.2,K2-153,BJD,BJD,[Fe/H],,,0.129,2.3,,2.0,0.0348,23.6,,,,0.42,,,4.66,M-R relationship,,3845.0,-0.09,,,-1.367,4.73,,0.55,4.87969,0.53,1,1,0,76.9616178,-75.2591,-16.0984,6.95835,143.125,0.429,-142.72049598535673,-6.700345565595694,8.410173600786933,M,Super-Earth,0.3585075317624099
EPIC 220674823 b,b,EPIC 220674823,2016,Transit,Kepler CCD Array,0.571292,,0.01326,86.4,,0.0,2300.0,,4670.0,8.77,EPIC 220674823,BJD-TDB,BJD-TDB,[Fe/H],,,0.02847,1.532,6.5,1.725,0.01601,2.892,,,,0.18,,8.21,8.21,Mass,,5532.0,0.11,-15.86,2.62,-0.119,4.45,7.5,0.95,1.35,0.99,1,2,0,61.004017,60.9629,2.2394,4.06029,244.59,0.0542,234.03286622636287,68.09334792358324,20.40052926840829,G,Super-Earth,0.2685872837141138
K2-213 b,b,K2-213,2018,Transit,Kepler CCD Array,8.13087,,,87.862,,,,,,4.59,K2-213,,,[Fe/H],,,,,,1.514,0.01153,13.24909,,,,,,,2.9,M-R relationship,,5794.0,0.25,-6.3,,0.247,4.25,,1.07,0.64207,1.2,1,1,0,18.4347509,18.2444,2.64233,2.53777,389.702,,378.793137688989,90.5900184583114,-13.298729242052733,Unknown,Super-Earth,
HD 103720 b,b,HD 103720,2014,Radial Velocity,HARPS Spectrograph,4.5557,262.0,0.0498,,2455387.46,0.086,,,,0.386,HD 103720,,,[Fe/H],,,,,89.0,14.1,,,,,,,,,197.046,Msini,197.046,5017.0,-0.02,-6.5,0.42,-0.458,4.43,3.8,0.79,2.46811,0.73,1,1,0,77.0835008,-63.9782,-42.996,21.9322,45.5352,1.09,-45.476906058645206,-0.2716544980117683,-2.2872818380928064,K,Gas Giants,
K2-223 c,c,K2-223,2018,Transit,Kepler CCD Array,4.562546,,0.0549,89.6,,,1091.0,,,4.66,K2-223,HJD,HJD,[Fe/H],,,0.02,2.8,,1.5,0.0129,13.0,,,,0.42,,,2.86,M-R relationship,,5859.0,0.19,9.4,,-0.035,4.5,,1.06,1.55082,1.0,1,2,0,16.7520877,7.37793,-15.0399,5.00744,198.604,0.276,-194.5792622405129,-30.668303915785845,-25.336034750266705,Unknown,Super-Earth,
K2-188 b,b,K2-188,2018,Transit,Kepler CCD Array,1.742169,,0.0289,83.928,,,1692.0,,,5.34,K2-188,BJD,BJD,[Fe/H],,,,,,1.35,0.0104,4.67,,,,0.4,,,2.39,M-R relationship,,5977.0,-0.01,-34.21,,0.184,4.31,,1.06,0.83646,1.19,1,2,0,16.7652765,13.1762,-10.3664,2.20973,446.821,0.0647,-262.6264846297573,359.5730890005244,37.19582340313037,Unknown,Super-Earth,
K2-150 b,b,K2-150,2018,Transit,Kepler CCD Array,10.59357,,0.0727,,,,,,4.9,3.2,K2-150,BJD,BJD,[Fe/H],,,0.21,2.4,,2.0,0.042,32.2,,,,,,,4.66,M-R relationship,,3499.0,0.09,,,-1.585,4.82,,0.46,8.03564,0.44,1,1,0,53.2641114,46.6903,-25.6336,9.7297,102.483,0.709,96.08313476816089,35.59117705471957,2.016089775540033,M,Super-Earth,0.4765238696091073
K2-110 b,b,K2-110,2017,Transit,Kepler CCD Array,13.86375,90.0,0.10207,89.35,,0.13,638.0,,27.7,5.02,K2-110,BJD-TDB,BJD-TDB,[Fe/H],,,0.1361,3.22,5.25,2.592,0.0333,30.8,,,,0.34,,15.9,15.9,Mass,,5010.0,-0.34,-21.63,,-0.567,4.61,8.0,0.74,3.515,0.71,1,1,0,111.655564,45.1268,-102.13,8.5568,116.474,0.876,-101.08935643964182,-57.82190249580692,-1.9396603786349285,K,Super-Earth,0.27133137470538826
K2-319 b,b,K2-319,2020,Transit,Kepler CCD Array,26.68,,0.1516,89.45,,,641.0,,,2.07,K2-319,BJD,BJD,,,,0.083,,,2.79,,,,,,0.35,,,8.2,M-R relationship,,5440.0,,8.64,,-0.237,4.51,,0.95,1.62082,0.9,1,1,0,22.9166813,-2.85775,-22.7378,4.75461,209.071,0.725,-203.25827004208128,48.16116780171332,-8.789801845068657,Unknown,Super-Earth,
K2-136 d,d,K2-136,2017,Transit,Kepler CCD Array,25.575,280.0,0.1538,89.4,,0.071,420.0,,7.07,4.3,K2-136,BJD,BJD,[M/H],15.0,,,3.04,0.78,1.565,0.02119,48.3,,,,0.677,,3.0,3.0,Mass,,4500.0,-0.02,39.2,2.0,-0.777,4.68,0.65,0.74,3.38358,0.68,2,3,0,90.2037185,82.8742,-35.6171,16.8497,59.2474,2.6,20.969132973375082,55.40182556036895,1.0897677199125735,K,Super-Earth,0.4457989340248081
K2-32 d,d,K2-32,2016,Transit,Kepler CCD Array,31.71701,185.0,0.18422,89.4,,0.05,550.0,,14.5,0.87,K2-32,BJD,BJD,[Fe/H],,,0.1562,4.888,1.53,3.484,0.03704,46.02,,,,0.46,,6.7,6.7,Mass,,5271.0,-0.06,-2.2,0.7,-0.488,4.49,7.9,0.83,1.83277,0.86,2,4,0,56.1485729,-16.5975,-53.6394,6.31369,157.682,1.17,-44.87744870905036,-150.95143165313212,7.9556899912160715,G,Super-Earth,0.2701139805754189
K2-387 b,b,K2-387,2022,Transit,Kepler CCD Array,28.735327,,,,,,,,,0.591,K2-387,JD,JD,[Fe/H],,,1.398,2.9904,,7.322,0.1146,55.42,,,,0.711,,,42.2,M-R relationship,,3572.0,0.126,,,-1.239,4.66,,0.57,4.08881,0.59,1,1,0,20.0672612,2.09313,-19.9578,3.72681,266.318,,246.2120219240364,100.5985972458017,13.595573406619696,Unknown,Neptune-Like,
K2-72 b,b,K2-72,2016,Transit,Kepler CCD Array,5.577212,7.49,0.04,89.15,,0.11,,,8.5,5.58,K2-72,BJD,BJD,,,,0.109,1.67,,1.08,0.02995,24.16,,,,0.0,,,1.28,M-R relationship,,3360.47,,,,-1.837,5.05,,0.27,12.2977,0.33,1,4,0,209.4886222,195.855,74.3391,15.0242,66.4321,0.602,59.17709361173949,-30.171466173279487,0.9890050718144433,Unknown,Super-Earth,0.4410957201802037
BD+20 594 b,b,BD+20 594,2016,Transit,Kepler CCD Array,41.6855,,0.241,89.55,,0.0,546.0,,,7.89,BD+20 594,,,[Fe/H],,,0.049,,3.1,2.578,0.02204,55.8,,,,,,22.2481,22.2481,Mass,,5766.0,-0.15,-20.34,3.3,-0.056,4.5,3.34,1.67,1.89,1.08,1,1,0,63.0539428,36.5714,-51.3647,5.54366,179.461,1.34,99.57621232576946,149.244570959866,4.10931853946637,G,Super-Earth,
K2-74 b,b,K2-74,2016,Transit,Kepler CCD Array,19.5666,,0.1402,88.92,,,,,59.1,2.65,K2-74,BJD-TDB,BJD-TDB,[Fe/H],,,0.0818,5.12,,2.31,0.0215,26.134571,,,,0.15,,,5.95,M-R relationship,,6060.0,-0.21,28.65,,0.06,4.44,,0.96,1.46962,0.98,1,1,0,18.2027715,-12.5283,-13.2054,2.6188,377.822,0.371,350.7480495153524,-140.4384966990294,-1.5159452802166147,Unknown,Super-Earth,0.2613573665193659
K2-239 b,b,K2-239,2018,Transit,Kepler CCD Array,5.24,,0.0441,88.99,,,502.0,,,5.66,K2-239,BJD,BJD,[Fe/H],,,0.067,1.4664,,1.1,0.0259,24.6,,,,0.44,,,1.37,M-R relationship,,3420.0,-0.1,,,-1.796,4.9,,0.4,19.15052,0.36,1,3,0,42.4516694,-42.2651,3.97562,32.1414,31.0849,1.42,-29.230179628691737,10.406978921946882,-1.887431217970029,M,Super-Earth,
K2-180 b,b,K2-180,2018,Transit,Kepler CCD Array,8.8656511,90.0,0.0734,88.9,,0.0,802.0,,67.0,5.6,K2-180,BJD,BJD,[Fe/H],15.7,,0.1189,2.98,4.4,2.52,0.032,21.93,,,,0.46,,11.441822652,11.44182,Mass,,5306.0,-0.5,-76.86,2.1,-0.439,4.57,9.5,0.72,3.039,0.72,1,1,0,131.9404907,97.0976,-89.3328,4.87598,203.896,0.36,-119.23639233928384,162.48341996258503,-30.9095421378996,K,Super-Earth,0.24883142216939425
K2-122 b,b,K2-122,2017,Transit,Kepler CCD Array,2.2193023,60.8,0.0373,86.39,,0.21,769.0,,79.9,5.81,K2-122,BJD,BJD,[Fe/H],,,0.0432,1.236,,1.16,0.018,13.61,,,,0.43,,,1.65,M-R relationship,,4009.0,0.32,-14.35,,-1.102,4.69,,0.63,3.65184,0.59,2,1,0,57.8847947,-21.9332,-53.5685,13.8516,72.0444,0.518,-40.149964688663616,59.80332222326976,1.392321054510864,M,Super-Earth,0.30838797652916305
K2-240 c,c,K2-240,2018,Transit,Kepler CCD Array,20.523,,0.1159,89.66,,,389.0,,,3.67,K2-240,BJD,BJD,[Fe/H],10.8,,0.098,3.192,,1.8,0.0313,48.0,,,,0.29,,,3.89,M-R relationship,,3810.0,-0.1,0.61,,-1.276,4.7,,0.58,4.32946,0.54,1,2,0,75.0101501,-53.7479,-52.3229,13.6878,72.9105,1.59,-46.5707156732135,-56.09906098939067,-0.06934005575763466,M,Super-Earth,
K2-407 c,c,K2-407,2022,Transit,Kepler CCD Array,9.22453,,,,,,,,,5.29,K2-407,JD,JD,[Fe/H],,,,3.7,,1.36,0.0134,18.76,,,,0.259,,,2.42,M-R relationship,,5563.0,0.014,,,-0.127,4.45,,0.88,1.58067,0.93,1,2,0,42.7532165,-42.4199,5.32819,4.55074,218.376,,-122.22310279813608,-180.36005410654528,-14.827049641797595,G,Super-Earth,
K2-116 b,b,K2-116,2017,Transit,Kepler CCD Array,4.655411,-23.44,0.048,89.09,,0.06,,,78.6,4.3,K2-116,BJD,BJD,[Fe/H],,,0.0129,1.89,,0.69,0.0094,15.37,,,,0.1,,,0.257,M-R relationship,,4348.35,0.01,-18.91,,-0.746,4.64,,0.69,2.18936,0.67,1,1,0,223.1556304,168.973,-145.762,20.2201,49.3855,0.972,44.24837599391197,-21.892505118903927,-1.3141734170802601,Unknown,Terrestial,0.29856314533462214
EPIC 201497682 b,b,EPIC 201497682,2019,Transit,Kepler CCD Array,2.13174,,,,,,,,,4.31,EPIC 201497682,BJD,BJD,[M/H],,,,,,0.692,0.0115,,,,,0.21,,,0.26,M-R relationship,,4991.0,-0.089,,,-0.766,4.63,,0.78,3.22926,0.55,1,1,0,16.4083645,11.1495,-12.0384,3.92339,253.026,,-248.31161514345231,45.42002308218418,-17.335511647017377,Unknown,Terrestial,
K2-348 c,c,K2-348,2018,Transit,Kepler CCD Array,12.550171,,,,,,655.0,,,2.2,K2-348,BJD,BJD,[Fe/H],,,0.0858,3.68,,2.67,0.0287,24.47,,,,0.43,,,7.61,M-R relationship,,5077.0,0.13,,,-0.388,4.5,,0.83,1.75914,0.85,1,2,0,34.6136033,1.17953,-34.5935,4.92543,201.856,,-120.27377909245689,160.70631349559994,21.29656313757785,Unknown,Super-Earth,
K2-384 d,d,K2-384,2022,Transit,Kepler CCD Array,6.679582,,,,,,,,,5.13,K2-384,JD,JD,[Fe/H],,,0.169,1.512,,1.392,0.0367,27.93,,,,0.367,,,2.52,M-R relationship,,3623.0,0.068,,,-1.87,4.87,,0.33,11.20044,0.35,1,5,0,119.1985204,103.228,-59.6009,12.0702,82.6603,,77.42085766430888,26.98273590693139,-10.519883915216052,M,Super-Earth,
K2-132 b,b,K2-132,2017,Transit,Kepler CCD Array,9.1751,82.6,0.0916,77.46,,0.29,1586.0,,293.37,0.277,K2-132,BJD,BJD,[Fe/H],,,0.058,7.169,42.1,14.572,0.0325,4.8,,,,0.848,,155.7367,155.7367,Mass,,4840.0,-0.01,10.37,3.36,0.943,3.3,8.5,1.08,0.0264,3.85,1,1,0,29.6333376,-28.3179,-8.73105,1.61184,609.818,0.15,-602.2983048329463,-57.75125065862789,-76.0232738490224,Unknown,Gas Giants,0.06563330827053382
K2-120 b,b,K2-120,2017,Transit,Kepler CCD Array,9.562742,-81.19,0.078,89.57,,0.14,,,35.1,3.18,K2-120,BJD,BJD,[M/H],,,0.1025,3.648,,2.01,0.0276,24.05,,,,,,,4.7,M-R relationship,,4349.9,-0.303,,,-0.664,,,0.69,,0.67,1,1,0,43.39656,-29.4684,-31.8571,3.453708,289.543874,0.269,-185.58452444562698,222.22649420211647,-3.0699400409546485,Unknown,Super-Earth,0.2911775270566528
K2-208 b,b,K2-208,2018,Transit,Kepler CCD Array,4.190948,,,88.043,,,,,,4.02,K2-208,,,[Fe/H],,,0.0365,2.184,,1.679,0.01785,14.156898,,,,,,,3.46,M-R relationship,,5582.0,-0.11,11.59,,-0.214,4.62,,0.93,2.17698,0.86,1,1,0,47.3817757,-26.3462,-39.3816,3.86451,256.887,,240.15484540159878,85.17322225970572,-32.58992496206395,Unknown,Super-Earth,
K2-183 d,d,K2-183,2018,Transit,Kepler CCD Array,22.620344,,0.1527,89.9,,,615.0,,,2.66,K2-183,HJD,HJD,[Fe/H],,,0.0947,4.92,,2.3,0.0244,49.0,,,,1.14,,,5.9,M-R relationship,,5482.0,0.09,92.34,,-0.138,4.6,,0.94,1.47406,0.87,1,3,0,4.0098553,3.79434,-1.29689,3.01076,329.041,0.464,-183.1229938007839,271.62555832923954,-30.87887440900228,Unknown,Super-Earth,
EPIC 212297394 c,c,EPIC 212297394,2016,Transit,Kepler CCD Array,5.213965,,,,,,866.0,,,2.71,EPIC 212297394,BJD,BJD,[Fe/H],,,0.0828,2.62,,2.27,0.0258,14.45,,,,0.39,,,5.77,M-R relationship,,5171.0,-0.03,,,-0.467,4.55,,0.83,2.50384,0.8,1,2,0,23.1565785,-23.1553,-0.243326,2.36212,418.395,,-354.6841103188969,-217.60453194793664,-43.609925338298986,Unknown,Super-Earth,
K2-171 b,b,K2-171,2018,Transit,Kepler CCD Array,5.628466,,,85.048,,,,,,2.18,K2-171,,,[Fe/H],,,0.0219,8.208,,2.687,0.01434,5.470213,,,,0.54,,,7.69,M-R relationship,,5250.0,-0.09,-9.97,,0.516,3.95,,0.89,,1.72,1,1,0,9.0632341,-8.946,1.45303,1.62229,606.128,,522.163122719335,-307.12417389145753,-20.287125658466437,Unknown,Super-Earth,
HATS-9 b,b,HATS-9,2015,Transit,Apogee 4K CCD Sensor,1.915291,,0.0312,88.94,,0.075,1746.0,,,0.626,HATS-9,BJD,BJD,[Fe/H],,,0.847,3.50832,133.5,13.85,0.0814,4.44,,,,0.16,,266.02371,266.02371,Mass,,5599.0,0.38,-10.64,4.58,0.312,4.1,10.8,1.1,0.451,1.56,1,1,0,11.0576718,8.56622,-6.99228,1.53764,638.7,0.0488,212.9614249845192,-601.7873715566193,20.9064799413593,Unknown,Gas Giants,
NSVS 14256825 b,b,NSVS 14256825,2019,Eclipse Timing Variations,Multiple Instruments,3225.0,133.3,3.12,,2456816.0,0.12,,,,13.3,NSVS 14256825,HJD,HJD,,,,,,,12.3,,,,,,,,,4497.2945,Msini,4497.2945,40000.0,,,,1.974,5.5,,0.42,80.3914,0.19,2,1,0,8.1420268,8.06275,1.13343,1.19288,820.877,3.8,469.3204629937431,-588.535345074105,327.41945535175944,Unknown,Gas Giants,
Kepler-1390 b,b,Kepler-1390,2016,Transit,Kepler CCD Array,6.48021673,,0.0662,86.12,,0.0,934.0,,171.13,5.89,Kepler-1390,JD,JD,[Fe/H],,,0.0142,3.211,,1.18,0.01067,15.2,,,,0.226,,,1.76,M-R relationship,,5753.0,-0.01,,,-0.1,4.45,4.47,0.98,1.58258,0.98,1,1,0,21.6521087,10.5891,18.8861,1.35373,723.431,0.0915,231.06114362651667,-173.13417467253902,663.3156995183101,Unknown,Super-Earth,0.298674696787105
Kepler-393 c,c,Kepler-393,2014,Transit,Kepler CCD Array,14.613612,,0.124,89.77,,0.0,901.0,,231.21,5.44,Kepler-393,BJD,BJD,[M/H],,,0.00746,5.401,,1.33,0.008,10.45,,,,0.76,,,2.33,M-R relationship,,6189.0,0.032,,,0.524,4.23,2.15,1.21,0.56072,1.38,1,2,0,11.3914196,-8.0295,-8.08032,1.10585,881.404,0.141,222.55276248776175,-283.31783871754845,804.4092748032454,Unknown,Super-Earth,0.29186593531632365
Kepler-263 c,c,Kepler-263,2014,Transit,Kepler CCD Array,47.332773,,0.242,89.8,,0.0,386.0,,5.99,2.43,Kepler-263,BJD,BJD,[M/H],,,0.09755,3.069,,2.47,0.02813,129.8,,,,0.06,,,6.66,M-R relationship,,5265.0,-0.031,,,-0.456,4.58,7.9,0.8,18.4817,0.79,1,2,0,5.7909475,5.77321,0.452901,1.29686,754.747,0.321,228.6441493760497,-324.1573736699315,642.0956969646464,Unknown,Super-Earth,0.41302314640903104
Kepler-1431 b,b,Kepler-1431,2016,Transit,Kepler CCD Array,5.86601526,,0.0648,86.8,,0.0,1064.0,,469.82,4.77,Kepler-1431,JD,JD,[Fe/H],,,0.0183,3.978,,1.47,0.01288,6.1,,,,0.3019,,,2.76,M-R relationship,,5806.0,0.07,,,0.243,4.42,4.27,1.03,0.71412,1.03,1,1,0,6.7815302,-2.17237,-6.42417,0.587191,1623.24,0.0399,403.0812306283967,-392.2415793859079,1522.6884653519726,Unknown,Super-Earth,0.28315622289979714
Kepler-237 c,c,Kepler-237,2014,Transit,Kepler CCD Array,8.103636,,0.071,89.87,,0.0,687.0,,60.64,3.04,Kepler-237,BJD,BJD,[Fe/H],,,0.08879,3.15,,2.08,0.02846,20.09,,,,0.14,,,4.98,M-R relationship,,4861.0,0.03,,,-0.477,4.58,13.8,0.7,1.97075,0.72,1,2,0,14.1094077,-8.49732,-11.2637,1.49163,657.822,0.108,114.53857937857767,-277.6244378869666,585.2652125369175,Unknown,Super-Earth,0.2722930488779154
Kepler-1510 b,b,Kepler-1510,2016,Transit,Kepler CCD Array,84.703921,,0.4089,89.99,,0.0,537.0,,14.04,1.62,Kepler-1510,JD,JD,[Fe/H],,,0.06557,10.447,,3.36,0.02401,63.38,,,,0.01,,,11.2,M-R relationship,,6200.0,0.04,,,0.377,4.29,2.75,1.19,0.68214,1.28,1,1,0,2.7925208,-1.96562,1.98356,0.56165,1696.25,0.241,546.8051773019394,-403.1374829892214,1554.267779497764,Unknown,Super-Earth,0.27725706515877846
Kepler-169 e,e,Kepler-169,2014,Transit,Kepler CCD Array,13.767102,,0.105,87.99,,0.0,595.0,,28.55,2.83,Kepler-169,BJD,BJD,[Fe/H],,,0.06848,2.912,,2.2,0.02966,15.2,,,,0.79,,,5.48,M-R relationship,,4997.0,0.05,,,-0.496,4.58,13.8,0.84,0.96318,0.76,1,5,0,11.7271334,4.93372,10.6388,2.43105,406.529,0.258,84.67164096327002,-165.00203312060856,361.76079130228123,Unknown,Super-Earth,0.28942204905539626
Kepler-11 f,f,Kepler-11,2010,Transit,Kepler CCD Array,46.6888,8.58,0.25,89.47,,0.013,513.0,,19.53,0.69,Kepler-11,JD,JD,[Fe/H],,,0.0548,6.431,3.31,2.49,0.02169,50.79,,,,0.463,,2.0,2.0,Mass,18.46561699,5663.0,0.04,-57.16,0.4,0.12,4.37,8.5,0.96,1.122,1.06,1,6,0,7.0692817,-0.0379221,-7.06918,1.51841,646.346,0.387,219.22143919302923,-221.10098968356542,566.4092731189038,Unknown,Super-Earth,0.2939807911985477
Kepler-219 c,c,Kepler-219,2014,Transit,Kepler CCD Array,22.714613,,0.165,87.36,,0.0,766.0,,54.1,1.5,Kepler-219,BJD,BJD,[M/H],,,0.05686,5.808,,3.58,0.02142,29.4,,,,0.01,,,12.5,M-R relationship,,5786.0,0.361,,,0.214,4.16,4.0,1.17,0.73757,1.49,1,3,0,3.1512348,-1.335,2.85448,1.24178,787.07,0.21,173.2092039953532,-240.36477199393883,729.1793558073335,Unknown,Super-Earth,0.21068058358460218
Kepler-910 b,b,Kepler-910,2016,Transit,Kepler CCD Array,2.36436901,,0.0382,88.44,,0.0,1752.0,,2108.07,4.75,Kepler-910,JD,JD,[Fe/H],,,0.00288,3.2852,,0.82,0.00492,3.15,,,,0.812,,,0.477,M-R relationship,,6230.0,0.12,-1.66,,0.494,4.19,3.39,1.26,0.41794,1.5,1,1,0,16.1555432,-11.5576,-11.2882,2.46984,400.289,0.0954,129.0881288303768,-134.2537986136626,354.321119994101,Unknown,Terrestial,0.2901106578901048
Kepler-1037 b,b,Kepler-1037,2016,Transit,Kepler CCD Array,1.06378867,,0.0198,86.11,,0.0,1650.0,,1015.43,5.71,Kepler-1037,JD,JD,[Fe/H],,,0.02658,1.0764,,1.28,0.01467,7.62,,,,0.466,,,2.18,M-R relationship,,5105.0,-0.03,,,-0.448,4.57,5.13,0.82,7.38471,0.78,1,1,0,16.3577555,4.25669,15.7942,2.20874,446.914,0.0443,134.80810913973556,-119.42959870826341,409.01768673072354,Unknown,Super-Earth,0.2889619936451244
Kepler-992 b,b,Kepler-992,2016,Transit,Kepler CCD Array,20.16034462,,0.1339,86.39,,0.0,510.0,,15.29,4.21,Kepler-992,JD,JD,[Fe/H],,,0.03364,3.8215,,1.62,0.02024,43.3,,,,0.8887,,,3.26,M-R relationship,,4944.0,-0.04,,,-0.57,4.6,3.02,0.8,2.48007,0.74,1,1,0,24.8928262,17.2115,-17.9838,3.82261,259.639,0.516,43.59468664627245,-79.11965211173673,243.41732532203017,Unknown,Super-Earth,0.35753471694633876
